src_ip,dst_ip,protocol,packet_size,timestamp,packet_count,connection_duration,syn_ack_ratio
172.20.154.248,185.125.190.57,17,90,1741863624.302924,76,1614.262326,0.3
185.125.190.57,172.20.154.248,17,90,1741863624.475368,40,1427.275448,
172.20.144.1,224.0.0.251,17,112,1741863629.296682,373,1625.965925,
172.20.144.1,224.0.0.251,17,296,1741863652.109573,373,1625.965925,
172.20.154.248,185.125.190.57,17,90,1741863656.552799,76,1614.262326,0.3
185.125.190.57,172.20.154.248,17,90,1741863656.710160,40,1427.275448,
172.20.154.248,185.125.190.57,17,90,1741863689.482313,76,1614.262326,0.3
185.125.190.57,172.20.154.248,17,90,1741863689.637955,40,1427.275448,
172.20.144.1,224.0.0.251,17,83,1741863709.155389,373,1625.965925,
172.20.144.1,224.0.0.251,17,296,1741863714.334726,373,1625.965925,
172.20.154.248,185.125.190.57,17,90,1741863724.594639,76,1614.262326,0.3
185.125.190.57,172.20.154.248,17,90,1741863724.837432,40,1427.275448,
172.20.154.248,185.125.190.57,17,90,1741863759.718953,76,1614.262326,0.3
185.125.190.57,172.20.154.248,17,90,1741863759.881800,40,1427.275448,
172.20.154.248,185.125.190.57,17,90,1741863794.961371,76,1614.262326,0.3
185.125.190.57,172.20.154.248,17,90,1741863795.393089,40,1427.275448,
172.20.154.248,185.125.190.57,17,90,1741863830.244126,76,1614.262326,0.3
185.125.190.57,172.20.154.248,17,90,1741863830.513734,40,1427.275448,
172.20.154.248,185.125.190.57,17,90,1741863865.791827,76,1614.262326,0.3
185.125.190.57,172.20.154.248,17,90,1741863866.060194,40,1427.275448,
172.20.154.248,185.125.190.57,17,90,1741863901.280726,76,1614.262326,0.3
185.125.190.57,172.20.154.248,17,90,1741863901.532740,40,1427.275448,
172.20.154.248,185.125.190.57,17,90,1741863936.700810,76,1614.262326,0.3
185.125.190.57,172.20.154.248,17,90,1741863936.865447,40,1427.275448,
172.20.144.1,224.0.0.251,17,83,1741863952.953680,373,1625.965925,
172.20.154.248,185.125.190.57,17,90,1741863971.940286,76,1614.262326,0.3
185.125.190.57,172.20.154.248,17,90,1741863972.102817,40,1427.275448,
172.20.154.248,185.125.190.57,17,90,1741864007.125308,76,1614.262326,0.3
185.125.190.57,172.20.154.248,17,90,1741864007.275757,40,1427.275448,
172.20.154.248,185.125.190.57,17,90,1741864042.311949,76,1614.262326,0.3
185.125.190.57,172.20.154.248,17,90,1741864042.595422,40,1427.275448,
172.20.154.248,185.125.190.57,17,90,1741864077.681716,76,1614.262326,0.3
